area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations
ΑΧΑΪΑΣ,702,55,180,435,464,667,2022-02-28 00:00:00,222742,222742,211601,140623,560715
ΒΟΙΩΤΙΑΣ,801,19,72,217,253,303,2022-02-28 00:00:00,89994,89995,84388,60266,227037
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,53,209,947,574,1217,2022-02-28 00:00:00,723809,723819,704007,519718,1909813
ΓΡΕΒΕΝΩΝ,301,30,32,139,171,174,2022-02-28 00:00:00,20967,20967,19649,15040,53188
ΔΡΑΜΑΣ,101,16,28,153,180,195,2022-02-28 00:00:00,57440,57440,55404,35923,143745
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,18,125,130,209,273,2022-02-28 00:00:00,64135,64136,59524,42019,165535
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,85,276,787,631,1126,2022-02-28 00:00:00,484527,484530,457074,297838,1225324
ΕΒΡΟΥ,102,21,25,254,235,301,2022-02-28 00:00:00,97316,97319,93983,65567,249065
ΕΥΒΟΙΑΣ,802,39,247,225,360,501,2022-02-28 00:00:00,142008,142011,138440,90675,360356
ΕΥΡΥΤΑΝΙΑΣ,803,1,3,25,29,29,2022-02-28 00:00:00,9742,9742,9264,5856,23402
ΖΑΚΥΝΘΟΥ,601,11,18,104,130,130,2022-02-28 00:00:00,34992,34993,34114,20481,83853
ΗΛΕΙΑΣ,703,28,85,194,223,298,2022-02-28 00:00:00,96672,96673,93180,62298,244873
ΗΜΑΘΙΑΣ,201,24,35,206,212,259,2022-02-28 00:00:00,83313,83313,79736,55558,212319
ΗΡΑΚΛΕΙΟΥ,1301,32,106,398,367,538,2022-02-28 00:00:00,219128,219131,213567,156393,576507
ΘΑΣΟΥ,103,0,0,7,-8,7,2022-02-28 00:00:00,12396,12397,12066,7346,28924
ΘΕΣΠΡΩΤΙΑΣ,402,3,5,50,51,57,2022-02-28 00:00:00,37727,37727,36116,23170,94019
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,146,299,1267,1073,1716,2022-02-28 00:00:00,767319,767328,732406,533671,1996541
ΘΗΡΑΣ,1202,2,13,128,144,144,2022-02-28 00:00:00,26218,26218,25800,12728,56365
ΙΘΑΚΗΣ,602,0,0,0,0,0,2022-02-28 00:00:00,2479,2479,2397,1739,6505
ΙΚΑΡΙΑΣ,1101,2,0,4,6,6,2022-02-28 00:00:00,6800,6800,6516,4346,17381
ΙΩΑΝΝΙΝΩΝ,403,28,40,268,250,333,2022-02-28 00:00:00,120252,120253,116787,91070,319322
ΚΑΒΑΛΑΣ,104,15,34,169,163,217,2022-02-28 00:00:00,81330,81330,78732,54801,209809
ΚΑΛΥΜΝΟΥ,1203,7,10,37,54,54,2022-02-28 00:00:00,19997,19997,19203,12956,48185
ΚΑΡΔΙΤΣΑΣ,501,26,32,159,192,214,2022-02-28 00:00:00,77577,77577,74164,49944,197526
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,0,2022-02-28 00:00:00,5688,5688,5384,3626,14464
ΚΑΣΤΟΡΙΑΣ,302,5,5,83,78,90,2022-02-28 00:00:00,34573,34573,33161,23607,88558
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,1,1,3,4,4,2022-02-28 00:00:00,4351,4351,4050,2439,10485
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,572,1149,1876,2300,3551,2022-02-28 00:00:00,895144,895197,847285,687292,2358061
ΚΕΡΚΥΡΑΣ,603,23,70,137,173,225,2022-02-28 00:00:00,83536,83536,81258,54552,208074
ΚΕΦΑΛΛΗΝΙΑΣ,604,2,4,58,54,62,2022-02-28 00:00:00,27843,27844,27666,18113,69473
ΚΙΛΚΙΣ,203,10,19,122,118,146,2022-02-28 00:00:00,48479,48479,46099,32316,122113
ΚΟΖΑΝΗΣ,303,25,33,211,233,262,2022-02-28 00:00:00,92117,92117,87502,60961,233147
ΚΟΡΙΝΘΙΑΣ,1003,26,75,227,249,322,2022-02-28 00:00:00,97408,97409,93570,64151,248759
ΚΩ,1206,25,26,105,128,145,2022-02-28 00:00:00,33462,33462,32755,19775,78345
ΛΑΚΩΝΙΑΣ,1004,25,34,153,183,201,2022-02-28 00:00:00,56739,56739,55560,38545,144575
ΛΑΡΙΣΑΣ,502,53,83,391,443,524,2022-02-28 00:00:00,181374,181374,171952,123899,466748
ΛΑΣΙΘΙΟΥ,1302,4,20,154,139,178,2022-02-28 00:00:00,65371,65371,63894,41486,161615
ΛΕΣΒΟΥ,1102,15,45,127,137,182,2022-02-28 00:00:00,61245,61245,59348,38933,150762
ΛΕΥΚΑΔΑΣ,605,5,3,39,37,47,2022-02-28 00:00:00,26222,26222,25870,14282,58731
ΛΗΜΝΟΥ,1103,1,5,17,23,23,2022-02-28 00:00:00,13574,13574,13392,9602,34154
ΜΑΓΝΗΣΙΑΣ,503,31,42,272,253,343,2022-02-28 00:00:00,132792,132793,128192,89249,343273
ΜΕΣΣΗΝΙΑΣ,1005,26,56,189,199,264,2022-02-28 00:00:00,109184,109184,106686,74141,282008
ΜΗΛΟΥ,1207,0,0,0,0,0,2022-02-28 00:00:00,10590,10590,10199,6384,26224
ΜΥΚΟΝΟΥ,1208,3,3,19,1,22,2022-02-28 00:00:00,17608,17608,17398,7245,34086
ΝΑΞΟΥ,1209,5,9,31,45,45,2022-02-28 00:00:00,16567,16567,15779,9212,38835
ΝΗΣΩΝ,906,15,24,134,162,167,2022-02-28 00:00:00,66613,66614,63668,38832,153535
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,24,166,380,305,577,2022-02-28 00:00:00,365409,365414,339214,186000,881690
ΞΑΝΘΗΣ,105,14,34,199,187,248,2022-02-28 00:00:00,73811,73811,70852,44637,183757
ΠΑΡΟΥ,1210,0,0,9,-12,9,2022-02-28 00:00:00,16381,16381,16681,9398,36379
ΠΕΙΡΑΙΩΣ,908,80,342,530,628,950,2022-02-28 00:00:00,226163,226163,214112,164123,588538
ΠΕΛΛΑΣ,204,22,42,180,198,244,2022-02-28 00:00:00,93493,93497,89118,59277,235287
ΠΙΕΡΙΑΣ,205,20,56,152,184,227,2022-02-28 00:00:00,83814,83814,79851,52045,211312
ΠΡΕΒΕΖΑΣ,404,7,8,92,91,105,2022-02-28 00:00:00,41570,41570,41182,33214,112706
ΡΕΘΥΜΝΟΥ,1303,13,19,142,118,169,2022-02-28 00:00:00,61746,61746,59111,38725,153968
ΡΟΔΟΠΗΣ,106,15,58,183,144,253,2022-02-28 00:00:00,74923,74923,73234,48729,190316
ΡΟΔΟΥ,1211,29,66,204,212,289,2022-02-28 00:00:00,97629,97629,95370,60948,230833
ΣΑΜΟΥ,1104,7,5,50,60,62,2022-02-28 00:00:00,23638,23638,23209,14879,58178
ΣΕΡΡΩΝ,206,32,47,208,253,283,2022-02-28 00:00:00,98949,98950,94906,73046,261349
ΣΠΟΡΑΔΩΝ,504,0,0,0,0,0,2022-02-28 00:00:00,11026,11026,10766,6542,26768
ΣΥΡΟΥ,1212,3,3,39,42,42,2022-02-28 00:00:00,19704,19704,20184,12179,45382
ΤΗΝΟΥ,1213,0,0,0,0,0,2022-02-28 00:00:00,7374,7374,7254,4932,18693
ΤΡΙΚΑΛΩΝ,505,22,31,154,158,201,2022-02-28 00:00:00,84235,84235,83190,62659,224893
ΦΘΙΩΤΙΔΑΣ,804,24,40,166,171,230,2022-02-28 00:00:00,97373,97373,94952,68888,256159
ΦΛΩΡΙΝΑΣ,304,9,6,77,80,89,2022-02-28 00:00:00,34933,34933,33361,23738,89575
ΦΩΚΙΔΑΣ,805,5,7,23,25,31,2022-02-28 00:00:00,20948,20948,20055,13061,51789
ΧΑΛΚΙΔΙΚΗΣ,207,13,37,116,125,163,2022-02-28 00:00:00,73664,73664,71441,47169,187500
ΧΑΝΙΩΝ,1304,20,92,223,235,332,2022-02-28 00:00:00,124585,124586,119215,75153,312136
ΧΙΟΥ,1105,17,61,63,117,137,2022-02-28 00:00:00,42475,42477,41371,29302,104777
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,30,44,204,-98,276,2022-03-01 00:00:00,126057,126057,120616,86148,325145
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,52,112,419,-39,588,2022-03-01 00:00:00,196910,196914,190844,180712,559715
ΑΝΔΡΟΥ,1201,0,5,19,24,24,2022-03-01 00:00:00,7453,7453,7181,4611,18688
ΑΡΓΟΛΙΔΑΣ,1001,48,59,157,10,243,2022-03-01 00:00:00,75890,75890,74102,48311,189649
ΑΡΚΑΔΙΑΣ,1002,16,26,109,46,155,2022-03-01 00:00:00,53284,53284,51055,38621,138865
ΑΡΤΑΣ,401,6,14,91,-15,112,2022-03-01 00:00:00,46272,46272,45640,31684,118263
ΑΧΑΪΑΣ,702,83,95,372,-117,550,2022-03-01 00:00:00,222825,222825,211696,140995,561265
ΒΟΙΩΤΙΑΣ,801,19,43,188,-55,248,2022-03-01 00:00:00,90013,90014,84431,60454,227285
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,60,206,1097,160,1377,2022-03-01 00:00:00,723869,723879,704213,520815,1911190
ΓΡΕΒΕΝΩΝ,301,6,4,32,-132,42,2022-03-01 00:00:00,20973,20973,19653,15072,53230
ΔΡΑΜΑΣ,101,9,20,87,-81,114,2022-03-01 00:00:00,57449,57449,55424,36010,143859
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,21,51,160,-41,232,2022-03-01 00:00:00,64156,64157,59575,42179,165767
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,113,275,804,58,1184,2022-03-01 00:00:00,484640,484643,457349,298642,1226508
ΕΒΡΟΥ,102,31,32,175,-69,232,2022-03-01 00:00:00,97347,97350,94015,65742,249297
ΕΥΒΟΙΑΣ,802,39,84,256,-120,381,2022-03-01 00:00:00,142047,142050,138524,90931,360737
ΕΥΡΥΤΑΝΙΑΣ,803,4,3,16,-6,23,2022-03-01 00:00:00,9746,9746,9267,5872,23425
ΖΑΚΥΝΘΟΥ,601,6,18,60,-48,82,2022-03-01 00:00:00,34998,34999,34132,20541,83935
ΗΛΕΙΑΣ,703,51,57,166,-23,275,2022-03-01 00:00:00,96723,96724,93237,62464,245148
ΗΜΑΘΙΑΣ,201,20,23,134,-83,176,2022-03-01 00:00:00,83333,83333,79759,55692,212495
ΗΡΑΚΛΕΙΟΥ,1301,37,45,359,-92,446,2022-03-01 00:00:00,219165,219168,213612,156752,576953
ΘΑΣΟΥ,103,1,1,16,11,18,2022-03-01 00:00:00,12397,12398,12067,7362,28942
ΘΕΣΠΡΩΤΙΑΣ,402,5,7,46,1,58,2022-03-01 00:00:00,37732,37732,36123,23216,94077
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,146,192,1210,-159,1557,2022-03-01 00:00:00,767465,767474,732598,534881,1998098
ΘΗΡΑΣ,1202,2,5,29,-108,36,2022-03-01 00:00:00,26220,26220,25805,12757,56401
ΙΘΑΚΗΣ,602,0,0,6,6,6,2022-03-01 00:00:00,2479,2479,2397,1745,6511
ΙΚΑΡΙΑΣ,1101,3,9,6,12,18,2022-03-01 00:00:00,6803,6803,6525,4352,17399
ΙΩΑΝΝΙΝΩΝ,403,20,26,221,-61,272,2022-03-01 00:00:00,120272,120273,116813,91291,319594
ΚΑΒΑΛΑΣ,104,13,17,124,-59,158,2022-03-01 00:00:00,81343,81343,78749,54925,209967
ΚΑΛΥΜΝΟΥ,1203,8,13,37,5,59,2022-03-01 00:00:00,20005,20005,19216,12993,48244
ΚΑΡΔΙΤΣΑΣ,501,30,28,107,-47,167,2022-03-01 00:00:00,77607,77607,74192,50051,197693
ΚΑΡΠΑΘΟΥ,1204,4,2,12,18,18,2022-03-01 00:00:00,5692,5692,5386,3638,14482
ΚΑΣΤΟΡΙΑΣ,302,13,7,51,-19,71,2022-03-01 00:00:00,34586,34586,33168,23658,88629
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,2,5,11,14,18,2022-03-01 00:00:00,4353,4353,4055,2450,10503
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,593,909,1889,-205,3346,2022-03-01 00:00:00,895737,895790,848194,689181,2361407
ΚΕΡΚΥΡΑΣ,603,23,45,157,-1,224,2022-03-01 00:00:00,83559,83559,81303,54709,208298
ΚΕΦΑΛΛΗΝΙΑΣ,604,6,9,57,10,72,2022-03-01 00:00:00,27849,27850,27675,18170,69545
ΚΙΛΚΙΣ,203,10,14,70,-53,93,2022-03-01 00:00:00,48489,48489,46113,32386,122206
ΚΟΖΑΝΗΣ,303,18,39,162,-40,222,2022-03-01 00:00:00,92135,92135,87541,61123,233369
ΚΟΡΙΝΘΙΑΣ,1003,21,29,162,-110,212,2022-03-01 00:00:00,97429,97430,93599,64313,248971
ΚΩ,1206,2,36,51,-53,92,2022-03-01 00:00:00,33464,33464,32791,19826,78437
ΛΑΚΩΝΙΑΣ,1004,16,19,107,-58,143,2022-03-01 00:00:00,56755,56755,55579,38652,144718
ΛΑΡΙΣΑΣ,502,43,55,344,-85,439,2022-03-01 00:00:00,181417,181417,172007,124243,467187
ΛΑΣΙΘΙΟΥ,1302,25,23,149,7,185,2022-03-01 00:00:00,65396,65396,63917,41635,161800
ΛΕΣΒΟΥ,1102,11,18,113,-40,142,2022-03-01 00:00:00,61256,61256,59366,39046,150904
ΛΕΥΚΑΔΑΣ,605,3,6,30,-11,36,2022-03-01 00:00:00,26225,26225,25876,14312,58767
ΛΗΜΝΟΥ,1103,3,6,20,6,29,2022-03-01 00:00:00,13577,13577,13398,9622,34183
ΜΑΓΝΗΣΙΑΣ,503,28,43,233,-42,301,2022-03-01 00:00:00,132820,132821,128235,89482,343574
ΜΕΣΣΗΝΙΑΣ,1005,24,18,178,-45,219,2022-03-01 00:00:00,109208,109208,106704,74319,282227
ΜΗΛΟΥ,1207,0,0,16,18,18,2022-03-01 00:00:00,10590,10590,10199,6400,26242
ΜΥΚΟΝΟΥ,1208,4,6,52,38,60,2022-03-01 00:00:00,17612,17612,17404,7297,34146
ΝΑΞΟΥ,1209,9,7,32,3,48,2022-03-01 00:00:00,16576,16576,15786,9244,38883
ΝΗΣΩΝ,906,23,20,132,7,174,2022-03-01 00:00:00,66636,66637,63688,38964,153709
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,51,114,414,11,588,2022-03-01 00:00:00,365460,365465,339328,186414,882278
ΞΑΝΘΗΣ,105,22,15,164,-40,208,2022-03-01 00:00:00,73833,73833,70867,44801,183965
ΠΑΡΟΥ,1210,8,8,44,51,60,2022-03-01 00:00:00,16389,16389,16689,9442,36439
ΠΕΙΡΑΙΩΣ,908,81,172,449,-241,709,2022-03-01 00:00:00,226244,226244,214284,164572,589247
ΠΕΛΛΑΣ,204,22,30,176,-19,225,2022-03-01 00:00:00,93515,93519,89148,59453,235512
ΠΙΕΡΙΑΣ,205,17,27,102,-81,146,2022-03-01 00:00:00,83831,83831,79878,52147,211458
ΠΡΕΒΕΖΑΣ,404,2,6,60,-35,70,2022-03-01 00:00:00,41572,41572,41188,33274,112776
ΡΕΘΥΜΝΟΥ,1303,8,17,145,1,170,2022-03-01 00:00:00,61754,61754,59128,38870,154138
ΡΟΔΟΠΗΣ,106,17,27,150,-61,192,2022-03-01 00:00:00,74940,74940,73261,48879,190508
ΡΟΔΟΥ,1211,14,38,129,-109,180,2022-03-01 00:00:00,97643,97643,95408,61077,231013
ΣΑΜΟΥ,1104,4,7,29,-23,39,2022-03-01 00:00:00,23642,23642,23216,14908,58217
ΣΕΡΡΩΝ,206,59,60,174,-12,271,2022-03-01 00:00:00,99008,99009,94966,73220,261620
ΣΠΟΡΑΔΩΝ,504,1,3,2,6,6,2022-03-01 00:00:00,11027,11027,10769,6544,26774
ΣΥΡΟΥ,1212,5,4,50,16,58,2022-03-01 00:00:00,19709,19709,20188,12229,45440
ΤΗΝΟΥ,1213,3,0,14,18,18,2022-03-01 00:00:00,7377,7377,7254,4946,18711
ΤΡΙΚΑΛΩΝ,505,19,27,133,-22,179,2022-03-01 00:00:00,84254,84254,83217,62792,225072
ΦΘΙΩΤΙΔΑΣ,804,31,35,189,26,256,2022-03-01 00:00:00,97404,97404,94987,69077,256415
ΦΛΩΡΙΝΑΣ,304,9,8,45,-27,62,2022-03-01 00:00:00,34942,34942,33369,23783,89637
ΦΩΚΙΔΑΣ,805,12,11,34,25,56,2022-03-01 00:00:00,20960,20960,20066,13095,51845
ΧΑΛΚΙΔΙΚΗΣ,207,10,16,105,-32,131,2022-03-01 00:00:00,73674,73674,71457,47274,187631
ΧΑΝΙΩΝ,1304,12,45,168,-108,224,2022-03-01 00:00:00,124597,124598,119260,75321,312360
ΧΙΟΥ,1105,9,9,46,-71,66,2022-03-01 00:00:00,42484,42486,41380,29348,104843
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,25,28,118,-103,173,2022-03-02 00:00:00,126082,126082,120644,86266,325318
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,36,54,320,-177,411,2022-03-02 00:00:00,196946,196950,190898,181032,560126
ΑΝΔΡΟΥ,1201,0,0,0,-24,0,2022-03-02 00:00:00,7453,7453,7181,4611,18688
ΑΡΓΟΛΙΔΑΣ,1001,7,14,61,-161,82,2022-03-02 00:00:00,75897,75897,74116,48372,189731
ΑΡΚΑΔΙΑΣ,1002,3,4,40,-108,47,2022-03-02 00:00:00,53287,53287,51059,38661,138912
ΑΡΤΑΣ,401,2,5,59,-46,66,2022-03-02 00:00:00,46274,46274,45645,31743,118329
ΑΧΑΪΑΣ,702,74,72,269,-132,418,2022-03-02 00:00:00,222899,222899,211768,141264,561683
ΒΟΙΩΤΙΑΣ,801,14,32,83,-119,129,2022-03-02 00:00:00,90027,90028,84463,60537,227414
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,66,138,1002,-168,1209,2022-03-02 00:00:00,723935,723945,704351,521817,1912399
ΓΡΕΒΕΝΩΝ,301,3,4,18,-16,26,2022-03-02 00:00:00,20976,20976,19657,15090,53256
ΔΡΑΜΑΣ,101,9,15,79,-12,102,2022-03-02 00:00:00,57458,57458,55439,36089,143961
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,26,46,85,-78,154,2022-03-02 00:00:00,64182,64183,59621,42264,165921
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,133,205,633,-208,976,2022-03-02 00:00:00,484773,484776,457554,299275,1227484
ΕΒΡΟΥ,102,16,20,122,-75,157,2022-03-02 00:00:00,97363,97366,94035,65864,249454
ΕΥΒΟΙΑΣ,802,28,40,116,-198,183,2022-03-02 00:00:00,142075,142078,138564,91047,360920
ΕΥΡΥΤΑΝΙΑΣ,803,1,1,0,-20,3,2022-03-02 00:00:00,9747,9747,9268,5872,23428
ΖΑΚΥΝΘΟΥ,601,2,12,39,-28,54,2022-03-02 00:00:00,35000,35001,34144,20580,83989
ΗΛΕΙΑΣ,703,35,20,114,-103,172,2022-03-02 00:00:00,96758,96759,93257,62578,245320
ΗΜΑΘΙΑΣ,201,11,11,98,-55,121,2022-03-02 00:00:00,83344,83344,79770,55790,212616
ΗΡΑΚΛΕΙΟΥ,1301,44,48,352,3,449,2022-03-02 00:00:00,219209,219212,213660,157104,577402
ΘΑΣΟΥ,103,2,0,8,-8,10,2022-03-02 00:00:00,12399,12400,12067,7370,28952
ΘΕΣΠΡΩΤΙΑΣ,402,1,2,13,-42,16,2022-03-02 00:00:00,37733,37733,36125,23229,94093
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,127,164,1041,-219,1338,2022-03-02 00:00:00,767592,767601,732762,535922,1999436
ΘΗΡΑΣ,1202,1,0,14,-21,15,2022-03-02 00:00:00,26221,26221,25805,12771,56416
ΙΘΑΚΗΣ,602,0,0,0,-6,0,2022-03-02 00:00:00,2479,2479,2397,1745,6511
ΙΚΑΡΙΑΣ,1101,0,0,4,-14,4,2022-03-02 00:00:00,6803,6803,6525,4356,17403
ΙΩΑΝΝΙΝΩΝ,403,17,29,111,-110,162,2022-03-02 00:00:00,120289,120290,116842,91402,319756
ΚΑΒΑΛΑΣ,104,7,12,62,-76,82,2022-03-02 00:00:00,81350,81350,78761,54987,210049
ΚΑΛΥΜΝΟΥ,1203,0,0,0,-59,0,2022-03-02 00:00:00,20005,20005,19216,12993,48244
ΚΑΡΔΙΤΣΑΣ,501,9,17,81,-58,109,2022-03-02 00:00:00,77616,77616,74209,50132,197802
ΚΑΡΠΑΘΟΥ,1204,0,0,0,-18,0,2022-03-02 00:00:00,5692,5692,5386,3638,14482
ΚΑΣΤΟΡΙΑΣ,302,4,1,22,-43,28,2022-03-02 00:00:00,34590,34590,33169,23680,88657
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,-18,0,2022-03-02 00:00:00,4353,4353,4055,2450,10503
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,638,820,1590,-350,2996,2022-03-02 00:00:00,896372,896428,849014,690771,2364403
ΚΕΡΚΥΡΑΣ,603,19,24,114,-67,157,2022-03-02 00:00:00,83578,83578,81327,54823,208455
ΚΕΦΑΛΛΗΝΙΑΣ,604,2,5,15,-50,22,2022-03-02 00:00:00,27851,27852,27680,18185,69567
ΚΙΛΚΙΣ,203,7,7,35,-43,50,2022-03-02 00:00:00,48496,48496,46120,32421,122256
ΚΟΖΑΝΗΣ,303,17,18,89,-95,127,2022-03-02 00:00:00,92152,92152,87559,61212,233496
ΚΟΡΙΝΘΙΑΣ,1003,19,42,88,-64,148,2022-03-02 00:00:00,97448,97449,93641,64401,249119
ΚΩ,1206,8,7,17,-60,32,2022-03-02 00:00:00,33472,33472,32798,19843,78469
ΛΑΚΩΝΙΑΣ,1004,15,14,38,-76,67,2022-03-02 00:00:00,56770,56770,55593,38690,144785
ΛΑΡΙΣΑΣ,502,39,33,253,-111,328,2022-03-02 00:00:00,181456,181456,172040,124496,467515
ΛΑΣΙΘΙΟΥ,1302,6,15,48,-117,68,2022-03-02 00:00:00,65402,65402,63932,41683,161868
ΛΕΣΒΟΥ,1102,5,20,3,-114,28,2022-03-02 00:00:00,61261,61261,59386,39049,150932
ΛΕΥΚΑΔΑΣ,605,0,1,10,-25,11,2022-03-02 00:00:00,26225,26225,25877,14322,58778
ΛΗΜΝΟΥ,1103,0,0,0,-29,0,2022-03-02 00:00:00,13577,13577,13398,9622,34183
ΜΑΓΝΗΣΙΑΣ,503,31,18,229,-21,280,2022-03-02 00:00:00,132851,132852,128253,89711,343854
ΜΕΣΣΗΝΙΑΣ,1005,15,30,105,-68,151,2022-03-02 00:00:00,109223,109223,106734,74424,282378
ΜΗΛΟΥ,1207,0,0,0,-18,0,2022-03-02 00:00:00,10590,10590,10199,6400,26242
ΜΥΚΟΝΟΥ,1208,0,3,18,-39,21,2022-03-02 00:00:00,17612,17612,17407,7315,34167
ΝΑΞΟΥ,1209,1,4,2,-41,7,2022-03-02 00:00:00,16577,16577,15790,9246,38890
ΝΗΣΩΝ,906,7,4,17,-148,26,2022-03-02 00:00:00,66643,66644,63692,38981,153735
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,68,64,363,-98,490,2022-03-02 00:00:00,365528,365533,339392,186777,882768
ΞΑΝΘΗΣ,105,8,24,90,-85,123,2022-03-02 00:00:00,73841,73841,70891,44891,184088
ΠΑΡΟΥ,1210,0,4,17,-39,21,2022-03-02 00:00:00,16389,16389,16693,9459,36460
ΠΕΙΡΑΙΩΣ,908,106,121,389,-83,626,2022-03-02 00:00:00,226350,226350,214405,164961,589873
ΠΕΛΛΑΣ,204,13,21,82,-109,116,2022-03-02 00:00:00,93528,93532,89169,59535,235628
ΠΙΕΡΙΑΣ,205,5,18,49,-74,72,2022-03-02 00:00:00,83836,83836,79896,52196,211530
ΠΡΕΒΕΖΑΣ,404,3,7,28,-31,39,2022-03-02 00:00:00,41575,41575,41195,33302,112815
ΡΕΘΥΜΝΟΥ,1303,18,17,97,-39,131,2022-03-02 00:00:00,61772,61772,59145,38967,154269
ΡΟΔΟΠΗΣ,106,10,4,79,-98,94,2022-03-02 00:00:00,74950,74950,73265,48958,190602
ΡΟΔΟΥ,1211,18,49,148,36,216,2022-03-02 00:00:00,97661,97661,95457,61225,231229
ΣΑΜΟΥ,1104,3,7,19,-10,29,2022-03-02 00:00:00,23645,23645,23223,14927,58246
ΣΕΡΡΩΝ,206,10,18,98,-144,127,2022-03-02 00:00:00,99018,99019,94984,73318,261747
ΣΠΟΡΑΔΩΝ,504,0,3,17,14,20,2022-03-02 00:00:00,11027,11027,10772,6561,26794
ΣΥΡΟΥ,1212,0,0,0,-58,0,2022-03-02 00:00:00,19709,19709,20188,12229,45440
ΤΗΝΟΥ,1213,0,0,0,-18,0,2022-03-02 00:00:00,7377,7377,7254,4946,18711
ΤΡΙΚΑΛΩΝ,505,9,16,75,-78,101,2022-03-02 00:00:00,84263,84263,83233,62867,225173
ΦΘΙΩΤΙΔΑΣ,804,14,10,93,-139,117,2022-03-02 00:00:00,97418,97418,94997,69170,256532
ΦΛΩΡΙΝΑΣ,304,1,6,52,-3,59,2022-03-02 00:00:00,34943,34943,33375,23835,89696
ΦΩΚΙΔΑΣ,805,5,4,15,-32,24,2022-03-02 00:00:00,20965,20965,20070,13110,51869
ΧΑΛΚΙΔΙΚΗΣ,207,8,15,66,-42,89,2022-03-02 00:00:00,73682,73682,71472,47340,187720
ΧΑΝΙΩΝ,1304,22,25,171,-4,220,2022-03-02 00:00:00,124619,124620,119285,75492,312580
ΧΙΟΥ,1105,29,24,55,42,108,2022-03-02 00:00:00,42513,42515,41404,29403,104951
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,9,21,194,28,224,2022-03-31 00:00:00,126524,126524,121518,89547,329927
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,24,44,322,-21,400,2022-03-31 00:00:00,197689,197693,192131,188475,569622
ΑΝΔΡΟΥ,1201,1,5,12,18,18,2022-03-31 00:00:00,7474,7474,7211,4720,18851
ΑΡΓΟΛΙΔΑΣ,1001,6,26,141,119,174,2022-03-31 00:00:00,76167,76167,74541,50660,192674
ΑΡΚΑΔΙΑΣ,1002,7,3,151,114,164,2022-03-31 00:00:00,53470,53470,51307,40254,140944
ΑΡΤΑΣ,401,4,5,64,-19,73,2022-03-31 00:00:00,46399,46399,45839,33237,120125
ΑΧΑΪΑΣ,702,17,56,472,80,553,2022-03-31 00:00:00,223886,223886,213244,148905,571839
ΒΟΙΩΤΙΑΣ,801,9,13,153,137,178,2022-03-31 00:00:00,90324,90325,85008,63147,230872
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,86,105,1605,-648,1826,2022-03-31 00:00:00,726137,726147,707340,552517,1948785
ΓΡΕΒΕΝΩΝ,301,0,0,25,-3,26,2022-03-31 00:00:00,21031,21031,19744,15615,53922
ΔΡΑΜΑΣ,101,3,7,103,31,114,2022-03-31 00:00:00,57630,57630,55743,37904,146264
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,4,21,182,47,208,2022-03-31 00:00:00,64506,64507,60235,45448,170087
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,40,97,719,-385,861,2022-03-31 00:00:00,486493,486496,460980,317369,1250838
